Item,Area,registros,produtividade_mediana,produtividade_media,produtividade_minima,produtividade_maxima
Yams,Togo,56,99126.5,96661.375,68340,113781
Yams,Belize,28,98889.0,91351.42857142857,17292,204737
Yams,Nigeria,56,97829.0,92920.51785714286,56284,130109
Yams,Martinique,56,97609.5,83005.25,8258,133333
Yams,Guinea,56,95333.0,98900.42857142857,78571,133141
Yams,Guyana,20,94097.0,88251.9,55067,123760
Yams,Chad,56,91652.0,87702.85714285714,74194,97674
Yams,Brazil,56,91383.0,91871.42857142857,89474,97619
Yams,Liberia,56,89655.0,90382.83928571429,83333,96774
Yams,Côte d'Ivoire,56,83888.0,85850.69642857143,59919,116395
Yams,Puerto Rico,56,79721.0,80306.94642857143,51292,242473
Yams,Kenya,28,79490.0,83103.07142857143,45170,165521
Yams,Ethiopia,24,76454.5,110035.83333333333,67473,296789
Yams,Solomon Islands,56,75000.0,77681.57142857143,54348,110000
Yams,Burkina Faso,56,73584.0,72148.66071428571,11475,120091
Yams,Democratic Republic of the Congo,56,70536.0,66112.875,43480,90000
Yams,Dominican Republic,56,66432.0,67846.80357142857,48510,82800
Yams,Central African Republic,56,66310.0,63898.107142857145,46978,81097
Yams,New Caledonia,56,63582.5,50224.42857142857,8097,92308
Yams,Mauritania,56,62700.5,62707.53571428572,53125,70370
Yams,Gabon,56,62132.5,62498.41071428572,50000,80000
Yams,Panama,56,61438.0,58829.94642857143,31087,102215
Yams,Venezuela (Bolivarian Republic of),56,59001.0,68269.10714285714,39566,101120
Yams,United Republic of Tanzania,56,58697.5,61405.142857142855,54167,72000
Yams,Sao Tome and Principe,56,57885.5,56199.017857142855,46667,65000
Yams,Cuba,25,57001.0,66848.92,1367,333333
Yams,Samoa,56,56749.0,85808.30357142857,34884,150000
Yams,Burundi,56,56439.5,57997.33928571428,50000,90258
Yams,Rwanda,56,56142.0,63486.67857142857,29412,154700
Yams,Comoros,27,53333.0,53187.25925925926,51129,54732
Yams,Cameroon,56,50291.5,64173.142857142855,29606,121205
Yams,Saint Kitts and Nevis,56,50000.0,52860.982142857145,24516,112500
Yams,Philippines,56,48112.5,45530.07142857143,22714,61123
Yams,Haiti,56,46774.0,49883.607142857145,32353,110560
Yams,Congo,56,42798.0,43313.125,33308,53333
Yams,Mali,56,42761.5,87957.71428571429,24444,250000
Yams,Ethiopia PDR,32,42463.0,41905.5,36000,44531
Yams,Saint Lucia,56,38744.5,39801.75,33333,48276
Yams,Cayman Islands,51,38106.0,38623.8431372549,8000,50000
Yams,Antigua and Barbuda,56,36656.5,36717.83928571428,25000,54600
Yams,American Samoa,56,33277.0,33385.28571428572,4545,75510
Yams,Sudan (former),51,28000.0,27353.019607843136,23333,32500
Yams,Grenada,56,23731.0,23082.14285714286,15294,25789
Yams,Fiji,56,20445.5,46879.375,5283,171988
Yams,Niue,56,17786.5,37164.21428571428,7199,110000
