Item,Area,registros,produtividade_mediana,produtividade_media,produtividade_minima,produtividade_maxima
Sorghum,Uganda,56,13323.0,12809.75,7902,19662
Sorghum,Paraguay,56,13237.0,17970.660714285714,8824,59846
Sorghum,Republic of Korea,56,12969.5,11552.767857142857,4669,17584
Sorghum,El Salvador,56,12543.0,13051.410714285714,2075,18428
Sorghum,Lebanon,56,12501.0,12941.19642857143,3050,21054
Sorghum,Guinea,56,12500.0,12100.67857142857,9353,17941
Sorghum,Democratic People's Republic of Korea,56,12415.5,12833.910714285714,8781,16000
Sorghum,Saudi Arabia,56,12279.0,13820.75,1887,27781
Sorghum,Russian Federation,25,11722.0,11565.56,5754,16765
Sorghum,Albania,32,11546.0,10571.75,3747,16505
Sorghum,Honduras,56,11492.0,10646.92857142857,6046,13357
Sorghum,Occupied Palestinian Territory,23,11371.0,22670.782608695652,0,94156
Sorghum,USSR,31,11221.0,11468.516129032258,6667,16591
Sorghum,Cuba,56,11000.0,10909.642857142857,2719,21816
Sorghum,Rwanda,56,11000.0,11116.375,6850,15084
Sorghum,Nigeria,56,10795.5,10332.94642857143,5241,16332
Sorghum,Sierra Leone,56,10777.0,11263.5,5394,16984
Sorghum,Burundi,56,10000.0,10787.214285714286,5890,19694
Sorghum,Kyrgyzstan,25,10000.0,9721.92,3846,15385
Sorghum,Maldives,55,10000.0,10447.927272727273,9091,12222
Sorghum,Iraq,56,9859.0,10914.482142857143,3333,31873
Sorghum,Ethiopia PDR,32,9746.5,10532.65625,6604,16011
Sorghum,Syrian Arab Republic,49,9652.0,11064.224489795919,4386,26054
Sorghum,Gambia,56,9472.0,9426.69642857143,5000,13290
Sorghum,Republic of Moldova,25,9250.0,12711.48,3574,36594
Sorghum,Kenya,56,9031.5,8856.94642857143,2917,12230
Sorghum,United Republic of Tanzania,56,8977.0,8782.392857142857,4423,17963
Sorghum,Bangladesh,56,8968.0,9950.375,4678,21505
Sorghum,Myanmar,20,8888.0,8542.9,6180,10398
Sorghum,Sri Lanka,56,8662.0,9116.17857142857,5719,14848
Sorghum,Togo,39,8600.0,8311.25641025641,5383,11012
Sorghum,Senegal,56,8580.0,8396.410714285714,5228,13649
Sorghum,Haiti,56,8475.0,8431.464285714286,6000,10385
Sorghum,Cameroon,56,8461.5,9819.857142857143,5688,15646
Sorghum,Mali,56,8442.0,8758.625,5587,15941
Sorghum,Yemen,56,8258.5,8113.589285714285,4118,10978
Sorghum,Kazakhstan,25,8255.0,13971.96,2103,65862
Sorghum,Central African Republic,56,8238.5,8546.464285714286,3390,12618
Sorghum,Guinea-Bissau,56,8000.0,8167.714285714285,5200,16420
Sorghum,Benin,56,7694.5,7891.089285714285,4831,14994
Sorghum,Ghana,56,7599.5,8538.0,4818,13119
Sorghum,Burkina Faso,56,7341.5,7519.464285714285,4525,11393
Sorghum,India,56,7260.5,7204.107142857143,4288,10209
Sorghum,Lesotho,56,7042.0,7167.125,1343,14763
Sorghum,Sudan (former),51,6785.0,6775.490196078431,3270,10029
Sorghum,Malawi,56,6710.5,6779.410714285715,1430,10119
Sorghum,Democratic Republic of the Congo,56,6610.0,7155.696428571428,5721,9002
Sorghum,Morocco,56,6578.0,7122.5,866,14518
Sorghum,Eswatini,56,6576.0,7028.982142857143,2268,20000
Sorghum,Chad,56,6529.0,6531.0,4430,10119
Sorghum,Zambia,56,6524.0,6492.035714285715,2976,9787
Sorghum,Côte d'Ivoire,56,6089.0,6052.142857142857,4516,7333
Sorghum,Madagascar,56,6000.0,5834.5,1989,7447
Sorghum,Pakistan,56,5897.5,5816.642857142857,4613,6417
Sorghum,Mozambique,56,5835.5,6144.428571428572,1689,10000
Sorghum,Zimbabwe,56,4485.0,4674.446428571428,1791,8124
Sorghum,Tunisia,56,4430.5,4371.625,1667,6400
Sorghum,Mauritania,56,4126.5,4249.446428571428,1448,7759
Sorghum,Somalia,56,3514.0,3947.1964285714284,2040,9824
Sorghum,Niger,56,3449.0,3622.035714285714,1257,7258
Sorghum,Botswana,56,3321.5,4439.714285714285,583,18316
Sorghum,Eritrea,24,2788.5,4137.0,1124,11420
Sorghum,Namibia,56,2158.5,2423.2678571428573,973,4255
Soybeans,Italy,56,31329.0,29693.375,17824,40072
Soybeans,Egypt,45,27922.0,26955.422222222223,9494,36186
Soybeans,Guatemala,35,26429.0,24880.0,10000,31768
Soybeans,Switzerland,29,26350.0,27077.275862068964,22818,39391
Soybeans,Slovenia,25,25357.0,24027.88,11000,29955
Soybeans,Ethiopia PDR,32,25198.5,28090.625,14286,59470
Soybeans,Austria,29,25092.0,24209.655172413793,15766,30648
Soybeans,France,44,24871.5,23485.93181818182,12512,29986
Soybeans,Georgia,25,24000.0,20319.56,909,37592
Soybeans,Canada,56,23447.5,23584.696428571428,14754,30294
Soybeans,Croatia,25,23084.0,23326.56,13752,31047
Soybeans,United States of America,56,22590.0,22776.089285714286,15309,35006
Soybeans,Greece,30,22513.5,21269.033333333333,1265,31195
Soybeans,Turkey,56,22057.0,22709.01785714286,7667,43999
Soybeans,Spain,47,21982.0,21824.91489361702,12351,32919
Soybeans,Argentina,56,21131.5,20215.625,9765,31755
Soybeans,Honduras,24,20770.0,20419.333333333332,17930,21429
Soybeans,Colombia,56,20000.0,20112.875,13415,27250
Soybeans,Germany,25,20000.0,19464.64,10000,30000
Soybeans,El Salvador,48,19197.0,19026.458333333332,12165,27143
Soybeans,Paraguay,56,19190.5,20733.446428571428,11304,33938
Soybeans,Brazil,56,17961.5,19391.64285714286,8478,31214
Soybeans,Bosnia and Herzegovina,25,17801.0,18127.68,9320,26576
Soybeans,Hungary,53,17783.0,17022.32075471698,3116,26896
Soybeans,Mexico,56,17610.0,17586.535714285714,10925,21218
Soybeans,"China, Taiwan Province of",56,17496.5,17620.910714285714,9046,23812
Soybeans,Zimbabwe,56,17317.0,16221.80357142857,4067,28048
Soybeans,Nicaragua,42,17072.0,18117.666666666668,13043,23333
Soybeans,Bolivia (Plurinational State of),50,17020.0,17498.68,9302,23980
Soybeans,Iran (Islamic Republic of),56,17004.5,16777.214285714286,10000,25702
Soybeans,Australia,56,16879.0,15867.80357142857,3858,23289
Soybeans,Yugoslav SFR,31,16807.0,16891.032258064515,6484,25780
Soybeans,Czechia,24,16736.5,17531.833333333332,10217,26369
Soybeans,Venezuela (Bolivarian Republic of),31,16683.0,18520.387096774193,7904,31632
Soybeans,Belize,28,16617.0,16926.14285714286,11053,28099
Soybeans,Slovakia,24,16514.0,16529.833333333332,8144,26521
Soybeans,Syrian Arab Republic,29,16489.0,16544.689655172413,7950,25000
Soybeans,Mali,37,16000.0,14123.621621621622,6214,17361
Soybeans,Peru,56,15676.5,15685.517857142857,10000,33976
Soybeans,Ecuador,56,15363.5,15127.142857142857,6008,21520
Soybeans,Japan,56,15335.0,15329.017857142857,11059,20195
Soybeans,Uruguay,56,15177.0,15579.767857142857,7000,26333
Soybeans,Kazakhstan,25,14955.0,15177.0,8437,21788
Soybeans,Albania,37,14327.0,14299.918918918918,4507,25152
Soybeans,China,56,14138.0,13641.964285714286,6260,18929
Soybeans,"China, mainland",56,14135.0,13632.517857142857,6243,18929
Soybeans,Iraq,42,13798.0,12268.595238095239,4365,16250
Soybeans,Republic of Korea,56,13339.5,12927.75,5421,19818
Soybeans,South Africa,56,13133.5,12078.94642857143,2500,21703
Soybeans,Thailand,56,12872.5,12636.035714285714,7365,17695
Soybeans,Ukraine,25,12699.0,13874.6,7203,23002
Soybeans,Romania,56,12685.5,13636.80357142857,3360,26595
Soybeans,Zambia,44,12463.5,12814.431818181818,1941,23941
Soybeans,Democratic People's Republic of Korea,56,11512.5,10786.660714285714,5625,13750
Soybeans,Burkina Faso,34,11030.0,10954.029411764706,4667,27319
Soybeans,Indonesia,56,10883.5,10384.44642857143,6203,15690
Soybeans,Philippines,56,10663.0,10693.625,7225,14169
Soybeans,Republic of Moldova,25,10644.0,11915.64,4767,20699
Soybeans,Bulgaria,56,10008.5,11560.07142857143,4349,24131
Soybeans,Cambodia,56,10000.0,11567.410714285714,3333,25000
Soybeans,Chile,22,10000.0,10628.772727272728,10000,15000
Soybeans,Morocco,35,10000.0,10892.142857142857,4000,24600
Soybeans,Uganda,56,10000.0,9954.285714285714,3745,40817
Soybeans,Russian Federation,25,9981.0,10129.16,5831,14788
Soybeans,Sri Lanka,56,9830.5,10930.625,6399,24048
Soybeans,Suriname,56,9702.0,9406.732142857143,5192,14516
Soybeans,Côte d'Ivoire,41,9633.0,9805.439024390244,4500,22000
Soybeans,Lao People's Democratic Republic,56,9588.0,9951.857142857143,5773,16371
Soybeans,Gabon,32,9478.5,9447.3125,5242,10890
Soybeans,Kyrgyzstan,25,9421.0,9377.64,2000,17778
Soybeans,Ethiopia,24,9290.0,11720.458333333334,1754,23464
Soybeans,Burundi,56,8819.5,9170.42857142857,7273,16000
Soybeans,India,56,8578.5,8364.82142857143,4348,13530
Soybeans,Kenya,27,8400.0,9027.703703703704,7153,14997
Soybeans,Bhutan,37,8101.0,9440.756756756757,5770,35292
Soybeans,Myanmar,56,8082.0,8584.017857142857,3320,15045
Soybeans,Viet Nam,56,8038.5,8996.5,4000,16138
Soybeans,Rwanda,51,7200.0,6963.058823529412,4665,10964
Soybeans,Democratic Republic of the Congo,56,7171.5,6801.625,4375,9444
Soybeans,Timor-Leste,56,7143.0,8345.875,7143,16154
Soybeans,Benin,32,7108.0,7412.09375,2824,10244
Soybeans,Malaysia,30,6750.0,8356.666666666666,3000,22500
Soybeans,Azerbaijan,23,6587.0,7416.869565217391,811,17568
Soybeans,Madagascar,42,6222.0,8699.214285714286,4803,20000
Soybeans,USSR,31,6183.0,6748.225806451613,2851,11629
Soybeans,Panama,26,6170.5,5973.692307692308,3668,7857
Soybeans,Cameroon,39,6061.0,7109.5641025641025,2143,13980
Soybeans,Nepal,56,5728.5,6738.178571428572,5000,12333
Soybeans,United Republic of Tanzania,56,5180.0,5577.517857142857,2100,13000
Soybeans,Pakistan,56,5129.0,6652.107142857143,3292,15078
Soybeans,Liberia,56,3970.5,3789.0714285714284,3143,4342
Soybeans,Nigeria,56,3505.5,5279.375,2100,12951
Soybeans,Tajikistan,24,441.5,1177.2083333333333,50,4000
Sweet potatoes,Israel,56,307692.0,302323.1785714286,70586,396250
Sweet potatoes,Occupied Palestinian Territory,22,272803.0,270691.63636363635,20000,345000
Sweet potatoes,Cook Islands,56,256439.0,245230.375,133663,307273
Sweet potatoes,Egypt,56,240402.5,244437.2857142857,119702,342144
Sweet potatoes,Japan,56,222401.5,222003.98214285713,187842,258088
Sweet potatoes,Sudan (former),51,214815.0,204094.41176470587,112500,285714
Sweet potatoes,Bahrain,35,200000.0,167357.17142857143,100000,200000
Sweet potatoes,Italy,56,197931.5,189242.375,80243,242578
Sweet potatoes,Republic of Korea,56,194185.5,189691.07142857142,122145,246345
Sweet potatoes,Greece,56,179859.5,170890.0357142857,70000,329207
Sweet potatoes,Niue,56,175000.0,185132.0892857143,74510,300000
Sweet potatoes,Mexico,56,174714.5,154910.3392857143,61134,237275
Sweet potatoes,"China, mainland",56,169866.0,164724.7857142857,68948,221836
Sweet potatoes,China,56,169851.0,164983.4107142857,70616,221808
Sweet potatoes,"China, Taiwan Province of",56,168583.5,177979.7857142857,91179,234777
Sweet potatoes,Spain,56,162320.5,154183.67857142858,102927,195766
Sweet potatoes,New Zealand,56,157406.5,155495.9107142857,85101,252381
Sweet potatoes,Réunion,56,157077.0,157627.9642857143,21900,327132
Sweet potatoes,Morocco,56,153846.0,160098.4642857143,123061,270783
Sweet potatoes,United States of America,56,153511.5,157745.5357142857,88222,245411
Sweet potatoes,Solomon Islands,56,137981.0,131775.125,104324,150000
Sweet potatoes,Democratic People's Republic of Korea,56,134514.0,135507.80357142858,120000,150000
Sweet potatoes,Australia,56,134216.5,183424.5892857143,55283,395623
Sweet potatoes,Argentina,56,129389.0,127468.55357142857,89878,176667
Sweet potatoes,Peru,56,127808.0,138080.75,90285,183363
Sweet potatoes,Mauritius,56,123267.5,120567.75,42857,187143
Sweet potatoes,Tonga,56,119604.0,118385.01785714286,100000,129293
Sweet potatoes,Malaysia,56,114303.0,120585.28571428571,89825,215175
Sweet potatoes,Pakistan,56,112052.0,116211.94642857143,73377,163786
Sweet potatoes,Jamaica,56,111589.0,122419.71428571429,62935,182528
Sweet potatoes,Niger,56,108673.5,119486.83928571429,37907,284436
Sweet potatoes,Brazil,56,108511.0,108354.14285714286,86415,140721
Sweet potatoes,Guadeloupe,56,107577.5,110005.75,60417,140000
Sweet potatoes,Zambia,56,102000.0,85396.71428571429,10275,147692
Sweet potatoes,Barbados,56,100850.0,126997.48214285714,65000,324237
Sweet potatoes,Liberia,56,100000.0,101891.875,92308,112195
Sweet potatoes,Somalia,56,100000.0,99533.23214285714,91429,100000
Sweet potatoes,Bangladesh,56,99454.5,101140.125,88704,124872
Sweet potatoes,Martinique,56,96906.0,96348.89285714286,70000,144615
Sweet potatoes,Guyana,20,94358.0,134957.95,16346,329827
Sweet potatoes,Guam,56,93032.5,86000.98214285714,9900,152500
Sweet potatoes,Kenya,56,92719.0,94963.51785714286,56000,170773
Sweet potatoes,Yemen,30,92600.5,92999.26666666666,82500,100000
Sweet potatoes,Indonesia,56,90241.0,90864.21428571429,58542,165667
Sweet potatoes,Ethiopia,24,88769.0,102194.33333333333,72932,168850
Sweet potatoes,Singapore,50,88607.5,81106.26,20470,150000
Sweet potatoes,"China, Hong Kong SAR",56,86447.5,90141.16071428571,64000,136000
Sweet potatoes,Angola,56,83333.0,78162.21428571429,34938,115174
Sweet potatoes,Paraguay,56,81796.0,84322.51785714286,56807,110000
Sweet potatoes,India,56,81792.5,81283.60714285714,55363,114766
Sweet potatoes,Portugal,56,80466.5,99541.85714285714,71429,253007
Sweet potatoes,Saint Lucia,56,80211.0,70007.89285714286,26232,111471
Sweet potatoes,Bermuda,56,80000.0,89749.16071428571,28571,127500
Sweet potatoes,Ethiopia PDR,32,80000.0,80004.0,80000,80128
Sweet potatoes,Belize,28,78920.5,78679.92857142857,42800,108750
Sweet potatoes,Lao People's Democratic Republic,56,78259.5,85721.69642857143,48341,204391
Sweet potatoes,Puerto Rico,56,75322.5,66122.53571428571,25394,98720
Sweet potatoes,Chile,56,73223.5,85709.23214285714,58268,140000
Sweet potatoes,Suriname,56,69261.5,87829.14285714286,24250,191628
Sweet potatoes,Pacific Islands Trust Territory,30,69194.0,66014.06666666667,44808,73333
Sweet potatoes,Dominican Republic,56,68239.0,69668.55357142857,44947,92989
Sweet potatoes,Rwanda,56,65207.0,64149.107142857145,34388,96163
Sweet potatoes,Congo,56,64910.0,65244.875,50000,73684
Sweet potatoes,Comoros,56,64338.0,56107.642857142855,21000,110000
Sweet potatoes,Burundi,56,63755.5,66237.51785714286,56876,104528
Sweet potatoes,Guatemala,24,63537.0,63499.958333333336,58333,66667
Sweet potatoes,Sri Lanka,56,63087.5,63699.357142857145,31818,95278
Sweet potatoes,Mali,56,62081.0,91673.53571428571,41819,202336
Sweet potatoes,Nigeria,56,61000.0,64782.28571428572,21503,124286
Sweet potatoes,Senegal,56,60277.5,116087.625,17541,400000
Sweet potatoes,Saint Kitts and Nevis,56,60010.5,60558.69642857143,16860,93750
Sweet potatoes,Mozambique,56,59860.0,68109.30357142857,42169,209796
Sweet potatoes,Antigua and Barbuda,56,59139.5,54224.28571428572,33519,75405
Sweet potatoes,Viet Nam,56,59089.0,63814.67857142857,44788,107353
Sweet potatoes,El Salvador,56,58333.0,56668.142857142855,48889,64789
Sweet potatoes,Burkina Faso,56,57811.0,67410.33928571429,12718,190326
Sweet potatoes,Micronesia (Federated States of),22,57676.0,57315.681818181816,54545,58824
Sweet potatoes,Uruguay,56,57390.0,67910.51785714286,33333,107143
Sweet potatoes,Chad,56,56351.0,59403.107142857145,25000,152863
Sweet potatoes,Trinidad and Tobago,56,56333.5,59545.982142857145,4880,113628
Sweet potatoes,Madagascar,56,54627.0,57824.482142857145,41200,80950
Sweet potatoes,Myanmar,56,52117.0,58544.75,39697,92433
Sweet potatoes,Cameroon,56,52039.5,48929.767857142855,25316,78150
Sweet potatoes,Guinea,56,51701.0,56453.732142857145,31033,87000
Sweet potatoes,Brunei Darussalam,56,50601.0,50733.08928571428,27333,70159
Sweet potatoes,Democratic Republic of the Congo,56,50054.0,50312.107142857145,38383,59891
Sweet potatoes,Dominica,56,50000.0,47915.642857142855,37382,57279
Sweet potatoes,Cambodia,56,49998.0,60855.46428571428,28000,136433
Sweet potatoes,Cabo Verde,56,47733.0,69297.91071428571,13234,181399
Sweet potatoes,Philippines,56,47665.0,48253.267857142855,39750,62473
Sweet potatoes,Benin,56,47304.5,45906.78571428572,20559,63857
Sweet potatoes,Bolivia (Plurinational State of),56,46236.0,56671.96428571428,33053,110000
Sweet potatoes,Papua New Guinea,56,46055.5,46222.44642857143,39733,51505
Sweet potatoes,Haiti,56,45277.5,43882.03571428572,29609,90938
Sweet potatoes,Venezuela (Bolivarian Republic of),56,44644.0,56264.46428571428,21820,112344
Sweet potatoes,Cuba,56,41667.0,48722.232142857145,26825,126054
Sweet potatoes,New Caledonia,56,41197.0,34710.82142857143,9340,50000
Sweet potatoes,Uganda,56,41080.0,40593.46428571428,24009,62075
Sweet potatoes,Timor-Leste,56,39474.0,37254.57142857143,22156,53215
Sweet potatoes,Equatorial Guinea,56,38333.0,38571.857142857145,25714,56581
Sweet potatoes,Honduras,56,37669.0,46720.625,22120,65517
Sweet potatoes,Ecuador,56,36442.0,36340.732142857145,9710,66551
Sweet potatoes,Togo,56,35000.0,37654.517857142855,6830,87500
Sweet potatoes,Bahamas,56,34490.5,34318.44642857143,22222,40909
Sweet potatoes,South Africa,56,33383.5,32522.089285714286,23333,38431
Sweet potatoes,Cayman Islands,51,32416.0,38329.470588235294,20000,70000
Sweet potatoes,Fiji,56,30000.0,43749.83928571428,8102,128706
Sweet potatoes,Costa Rica,23,29648.0,29486.521739130436,28571,30435
Sweet potatoes,United Republic of Tanzania,56,29163.5,34011.375,10448,72759
Sweet potatoes,Sierra Leone,56,28066.5,32235.625,18519,103100
Sweet potatoes,Grenada,56,28038.5,35623.30357142857,17532,56444
Sweet potatoes,Montserrat,56,24731.5,29732.285714285714,19891,62860
Sweet potatoes,Zimbabwe,56,21952.0,25659.803571428572,17176,62500
Sweet potatoes,Côte d'Ivoire,56,20000.0,20465.25,18226,24000
Sweet potatoes,Eswatini,56,18912.0,27473.714285714286,5000,57060
Sweet potatoes,Gabon,56,17805.0,16647.39285714286,10000,20000
Sweet potatoes,Saint Vincent and the Grenadines,56,17656.0,19188.321428571428,11098,49030
Sweet potatoes,Ghana,21,14765.0,15603.619047619048,13593,18685
Sweet potatoes,Mauritania,56,10000.0,9136.464285714286,3500,14000
Sweet potatoes,Maldives,56,2333.0,4724.178571428572,2000,16552
Wheat,Netherlands,56,76252.5,69613.44642857143,39251,92919
Wheat,Ireland,56,73926.5,67360.92857142857,31304,106677
Wheat,United Kingdom,56,67781.5,63074.46428571428,35372,89760
Wheat,Denmark,56,65279.0,61373.357142857145,36698,80373
Wheat,France,56,62004.5,55954.96428571428,23950,78008
Wheat,Germany,56,60365.0,58487.982142857145,28607,86296
Wheat,Sweden,56,53594.5,51611.16071428572,30169,72132
Wheat,Switzerland,56,53221.5,50394.392857142855,27134,66149
Wheat,Belgium-Luxembourg,39,52535.0,55076.51282051282,26473,89184
Wheat,Egypt,56,47836.5,46237.58928571428,24049,66682
Wheat,Czechia,24,47577.0,50131.916666666664,40684,65104
Wheat,Austria,56,45292.0,44086.57142857143,23969,62534
Wheat,New Zealand,56,44446.5,52128.58928571428,26482,91971
Wheat,Croatia,25,44047.0,44634.2,32207,57138
Wheat,Zambia,56,43889.5,43816.42857142857,9900,99387
Wheat,Slovenia,25,43528.0,44706.56,34543,54376
Wheat,Saudi Arabia,56,42739.0,36773.5,10060,64333
Wheat,Slovakia,24,41514.0,42642.416666666664,30313,58434
Wheat,Mexico,56,41046.5,39989.21428571428,16758,56568
Wheat,Norway,56,41002.5,39772.17857142857,20525,57745
Wheat,Uzbekistan,25,40410.0,35554.08,13585,49013
Wheat,Hungary,56,40332.0,38088.16071428572,15708,54858
Wheat,Zimbabwe,56,38924.5,40351.46428571428,14673,59130
Wheat,Czechoslovakia,32,38843.5,38570.25,22181,54212
Wheat,Malta,56,37211.5,33315.41071428572,10060,50000
Wheat,Lithuania,25,33919.0,34810.04,20348,52384
Wheat,Namibia,56,33845.0,37670.857142857145,9867,67214
Wheat,Poland,56,33438.5,33022.607142857145,18720,49721
Wheat,Japan,56,32652.5,32638.446428571428,12258,47114
Wheat,Bulgaria,56,32422.5,32995.58928571428,15416,47661
Wheat,Bosnia and Herzegovina,25,32290.0,32732.84,22617,42945
Wheat,Yugoslav SFR,31,30808.0,29806.58064516129,16161,42661
Wheat,Finland,56,30763.5,29925.0,14753,41030
Wheat,Republic of Korea,56,30591.5,29349.910714285714,16559,44386
Wheat,Ukraine,25,30455.0,30409.16,19756,42056
Wheat,China,56,30416.5,29408.660714285714,5591,54088
Wheat,"China, mainland",56,30416.0,29408.01785714286,5578,54091
Wheat,Kuwait,32,30000.0,29175.5625,2500,48882
Wheat,Chile,56,29778.0,30660.946428571428,12421,60706
Wheat,Latvia,25,29423.0,31420.2,20006,50304
Wheat,Italy,56,28288.0,29744.64285714286,18494,42030
Wheat,Belarus,25,28191.0,29006.64,17322,39752
Wheat,Albania,56,28128.5,26453.14285714286,7127,42301
Wheat,The former Yugoslav Republic of Macedonia,25,28026.0,28662.64,21298,38385
Wheat,Republic of Moldova,25,26376.0,26223.64,12925,40260
Wheat,"China, Taiwan Province of",56,26199.0,28122.196428571428,11349,46316
Wheat,Azerbaijan,25,25599.0,23135.88,14940,30475
Wheat,Romania,56,25259.0,25218.64285714286,12923,39484
Wheat,Greece,56,24236.5,23423.89285714286,13026,31183
Wheat,United States of America,56,24227.0,24423.785714285714,16070,35390
Wheat,Estonia,25,24173.0,26433.0,13377,47885
Wheat,Madagascar,41,23440.0,20882.243902439026,14907,26667
Wheat,Oman,56,23392.0,22686.571428571428,4583,46512
Wheat,Qatar,45,23056.0,21983.911111111112,8000,32278
Wheat,Kyrgyzstan,25,23017.0,22202.8,16751,27335
Wheat,United Arab Emirates,40,22791.5,27422.075,8083,72000
Wheat,Armenia,25,22374.0,23364.12,14627,33437
Wheat,Spain,56,22111.0,21422.26785714286,8837,36447
Wheat,Israel,56,21000.0,20896.696428571428,4564,38444
Wheat,India,56,20835.5,20148.875,7299,31775
Wheat,Canada,56,20475.0,21118.285714285714,7529,35943
Wheat,Botswana,48,20000.0,19610.0625,8000,26178
Wheat,Guatemala,56,19974.5,17518.035714285714,7319,29638
Wheat,Tajikistan,25,19716.0,19025.2,8409,30828
Wheat,New Caledonia,52,19660.5,19588.96153846154,0,45000
Wheat,Turkey,56,19416.5,19012.98214285714,9093,28803
Wheat,Russian Federation,25,19291.0,19500.28,13594,26835
Wheat,Lebanon,56,19157.0,18958.071428571428,7005,38043
Wheat,Occupied Palestinian Territory,23,18994.0,18027.739130434784,7779,24656
Wheat,Argentina,56,18959.5,20165.964285714286,9833,35063
Wheat,Bangladesh,56,18475.0,17272.26785714286,5738,30801
Wheat,Pakistan,56,18329.5,18124.410714285714,7597,28442
Wheat,Eswatini,47,18014.0,23016.91489361702,14286,45345
Wheat,Uganda,51,18000.0,18911.803921568626,14286,27346
Wheat,Nigeria,56,17391.0,16643.928571428572,8333,26400
Wheat,Turkmenistan,25,17000.0,19718.92,7759,35243
Wheat,Georgia,25,16984.0,16810.0,10189,26883
Wheat,Kenya,56,16839.0,18303.160714285714,9212,31991
Wheat,Niger,56,16185.0,16631.196428571428,6667,34444
Wheat,Uruguay,56,16076.5,18663.35714285714,5390,36082
Wheat,Colombia,56,15983.0,15527.92857142857,7965,23371
Wheat,Chad,55,15714.0,17091.927272727273,4923,36000
Wheat,Syrian Arab Republic,56,15577.0,16096.839285714286,4021,28436
Wheat,Ethiopia,24,15345.5,16809.0,10749,27941
Wheat,Paraguay,56,15318.0,15476.07142857143,5466,26010
Wheat,Australia,56,14884.0,15088.82142857143,7705,21673
Wheat,Cyprus,56,14746.5,16221.892857142857,482,35135
Wheat,Brazil,56,14610.0,14696.32142857143,4237,31551
Wheat,Sudan (former),51,14601.0,15762.039215686274,6843,38320
Wheat,Mali,56,13993.5,20154.0,6762,89273
Wheat,USSR,31,13972.0,13811.935483870968,7228,21148
Wheat,Democratic People's Republic of Korea,56,13921.5,14090.625,5060,25065
Wheat,South Africa,56,13754.5,17022.60714285714,4824,37562
Wheat,United Republic of Tanzania,56,13441.0,13922.410714285714,4561,28838
Wheat,Nepal,56,13385.5,15344.517857142857,8466,25914
Wheat,Cameroon,41,13316.0,12371.073170731708,3140,17778
Wheat,Yemen,56,13238.5,13610.714285714286,6991,18901
Wheat,Portugal,56,12917.5,13504.30357142857,6087,23847
Wheat,Tunisia,56,12384.5,12478.875,5471,21412
Wheat,Malawi,56,12381.0,13063.285714285714,2244,25914
Wheat,Afghanistan,56,12101.0,12729.982142857143,7240,21959
Wheat,Iran (Islamic Republic of),56,11760.0,13127.30357142857,7088,22056
Wheat,Peru,56,11518.0,11667.05357142857,8300,15554
Wheat,Mozambique,56,10975.5,11022.107142857143,4000,18182
Wheat,Morocco,56,10828.0,12062.875,4528,24664
Wheat,Democratic Republic of the Congo,56,10640.0,10041.232142857143,4340,13237
Wheat,Myanmar,56,10532.5,10901.410714285714,3078,18616
Wheat,Kazakhstan,25,10250.0,10099.84,5200,16609
Wheat,Bhutan,56,10198.0,12353.589285714286,6386,26686
Wheat,Mauritania,56,10098.0,11311.17857142857,2000,24906
Wheat,Angola,56,10000.0,10186.035714285714,5333,17391
Wheat,Jordan,56,9949.0,9582.392857142857,1664,22633
Wheat,Ethiopia PDR,32,9373.0,9514.0625,7100,14115
Wheat,Eritrea,24,8973.5,8031.125,1706,12692
Wheat,Rwanda,56,8754.0,10432.57142857143,3953,23039
Wheat,Mongolia,56,8626.5,9376.839285714286,3285,16800
Wheat,Iraq,56,8364.5,10744.339285714286,3200,33181
Wheat,Ecuador,56,8343.0,8521.57142857143,5696,15250
Wheat,Bolivia (Plurinational State of),56,8183.0,8579.30357142857,5000,17208
Wheat,Algeria,56,8064.5,9327.05357142857,4060,19100
Wheat,Libya,56,7755.5,6427.107142857143,1735,12381
Wheat,Thailand,31,7475.0,8038.193548387097,4861,12500
Wheat,Lesotho,56,7282.0,7885.839285714285,1959,20515
Wheat,Burundi,56,7209.5,7192.142857142857,4444,11081
Wheat,Honduras,56,5933.0,6654.071428571428,4750,10000
Wheat,Venezuela (Bolivarian Republic of),56,4878.5,12639.964285714286,3312,30137
Wheat,Somalia,32,3720.0,3771.125,3611,4000
Yams,Japan,56,194619.5,195922.76785714287,157998,233257
Yams,Papua New Guinea,56,170820.5,169684.35714285713,161111,178455
Yams,Jamaica,56,146059.0,141378.67857142858,107892,171042
Yams,Costa Rica,28,138743.0,142747.7857142857,56573,200000
Yams,Tonga,56,136830.5,137684.05357142858,121739,172973
Yams,Nicaragua,26,132897.0,133006.61538461538,132736,133452
Yams,Dominica,56,125000.0,124783.33928571429,100000,150943
Yams,Trinidad and Tobago,56,122000.0,118486.71428571429,28642,188889
Yams,Wallis and Futuna Islands,56,119852.0,120782.35714285714,97614,133627
Yams,Barbados,56,115244.5,116239.44642857143,75833,180995
Yams,Guadeloupe,56,114653.0,115722.53571428571,38369,180000
Yams,Benin,56,107163.5,108628.28571428571,73909,150460
Yams,Ghana,56,106053.0,99254.14285714286,50672,169800
Yams,Portugal,56,105481.5,115623.5,56746,178827
Yams,Colombia,56,102366.5,98912.07142857143,55473,127935
Yams,Saint Vincent and the Grenadines,56,100000.0,101622.28571428571,76786,133981
